decimalLongitude,decimalLatitude,status
98.028065,3.729587,1
92.463005,27.153064,1
101.530442,14.310923,1
101.048971,14.665744,1
102.05031,4.682853,1
114.058518,22.505621,1
101.645236,3.786823,1
128.065951,37.593896,1
99.430727,12.804243,1
116.566613,40.894583,1
104.691104,32.452739,1
114.257774,22.578085,1
114.282929,22.640789,1
117.887514,4.397931,1
118.416285,5.052542,1
101.39818,21.811478,1
101.252946,4.461594,1
118.41946,5.024858,1
92.407224,27.06647,1
101.306363,4.502244,1
117.42468,5.367205,1
118.497327,5.187496,1
88.265915,27.041022,1
118.874813,5.267373,1
118.874813,5.267373,1
103.127388,11.581638,1
118.708503,5.297635,1
95.130991,28.576223,1
118.828167,5.335657,1
106.130019,-6.292651,1
101.530442,14.310923,1
117.489077,5.24994,1
117.636011,5.063888,1
106.713008,-6.740977,1
118.905179,5.310976,1
114.85604,4.073739,1
114.149658,22.360753,1
76.993448,10.368358,1
106.704164,-6.486178,1
106.644701,-6.506659,1
101.745139,3.710326,1
106.72527,-6.553759,1
114.338672,22.781351,1
106.610266,-6.430027,1
116.850562,4.82112,1
127.199111,35.888306,1
127.027222,35.702778,1
102.264339,16.711496,1
89.471778,22.377242,1
101.371987,14.438652,1
103.62741,-1.40166,1
117.881513,5.955006,1
118.7198,5.214422,1
118.712711,5.334284,1
107.791288,11.541518,1
98.892404,15.123009,1
105.137,19.953,1
105.162,19.934,1
105.116,19.935,1
92.406527,27.076311,1
117.520782,5.353719,1
105.12,19.997,1
105.029,19.993,1
105.029,19.993,1
105.163,19.978,1
105.021,19.976,1
105.137,19.953,1
105.207,19.932,1
105.231,19.912,1
105.096,19.939,1
101.499431,3.172786,1
117.523519,5.217941,1
118.480224,5.048364,1
118.502334,5.187909,1
101.384225,14.424287,1
101.567887,16.388084,1
101.150082,14.588273,1
120.657708,24.228405,1
106.994217,-6.748452,1
106.564056,-6.758819,1
105.095,19.998,1
105.183,19.977,1
105.183,19.977,1
105.137,19.953,1
105.098,19.953,1
105.207,19.932,1
105.162,19.934,1
105.116,19.935,1
120.74598400000001,24.413092,1
100.89212,5.6561,1
101.139361,14.592306,1
107.430957,11.423404,1
118.761559,5.321233,1
126.621111,36.729778,1
105.183,19.977,1
105.207,19.932,1
115.499354,40.015609,1
116.710444,6.109862,1
101.440855,12.993926,1
120.618584,24.409504,1
116.909232,4.633482,1
106.566383,-6.759744,1
107.366392,11.459241,1
101.034325,14.65969,1
117.408649,5.353354,1
101.034481,14.659701,1
117.892805,4.419438,1
117.523537,5.35241,1
117.472832,5.338612,1
117.486519,5.342749,1
102.412019,4.350471,1
120.728916,24.597682,1
88.573617,27.376462,1
102.300764,2.849614,1
101.499994,3.175844,1
79.612309,29.550209,1
117.84488,4.245713,1
117.430057,5.367406,1
126.432732,36.669048,1
126.414258,35.871007,1
101.03443,14.659655,1
101.035047,14.659239,1
127.66652,49.949415,1
101.057534,14.661812,1
99.033861,1.572072,1
96.284568,27.488825,1
106.128945,-6.292381,1
106.130096,-6.292624,1
118.502334,5.187909,1
101.034908,14.659267,1
101.057534,14.661812,1
101.04808,14.666481,1
127.280573,36.483019,1
89.463538,22.398395,1
101.975766,4.210484,1
98.120317,3.550838,1
127.466407,49.842904,1
120.780099,24.406477,1
102.025899,4.690694,1
115.253341,-8.499522,1
92.462764,24.570119,1
128.139782,37.539227,1
128.156822,37.531357,1
84.355922,28.280453,1
72.512899,35.230512,1
72.49193,35.066753,1
101.27478,21.919975,1
106.987466,22.502798,1
103.957733,1.412566,1
84.12125,28.4075,1
120.850843,33.055805,1
106.462337,-6.210095,1
92.214321,22.185359,1
98.552461,8.432715,1
98.910776,15.01912,1
114.140172,22.233685,1
128.06456,37.504721,1
91.72,24.32,1
101.700768,3.793491,1
131.086257,42.717798,1
120.731386,23.841695,1
127.156,35.957889,1
127.992083,36.85625,1
128.06503,37.442976,1
126.779247,35.608708,1
127.812389,35.914139,1
128.50875,35.446667,1
128.460528,35.4335,1
128.031028,36.860056,1
102.38867,4.23003,1
77.173817,32.245207,1
99.481545,12.980169,1
114.115905,22.580556,1
117.812522,4.968952,1
127.63697,36.335278,1
127.63697,36.335278,1
116.430494,39.966175,1
118.7198,5.214422,1
118.7198,5.214422,1
114.049721,22.446031,1
129.41136,36.520611,1
126.792194,35.870361,1
126.785639,35.869972,1
127.63697,36.335278,1
129.41136,36.520611,1
106.656906,-6.53411,1
105.01173,22.850769,1
128.195268,37.434619,1
126.973806,36.142917,1
126.975083,36.142472,1
126.834889,35.912278,1
102.002394,4.695527,1
117.747925,5.031038,1
127.04928,35.725278,1
129.36553,36.614194,1
128.783194,35.883222,1
129.36553,36.614194,1
127.04928,35.725278,1
86.582406,28.463605,1
95.114199,28.891056,1
94.510118,28.937124,1
114.033055,22.480241,1
113.963561,22.777002,1
88.538298,27.250491,1
101.106557,-2.28418,1
105.445938,20.287659,1
114.107737,22.449548,1
77.194047,32.257213,1
114.089652,22.41515,1
120.482218,24.193981,1
99.501766,12.808902,1
101.567164,16.387897,1
126.772917,35.865694,1
128.413543,35.548586,1
113.974991,22.563929,1
126.460726,34.794429,1
126.485333,34.775066,1
126.728361,34.292139,1
120.631388,24.507932,1
127.484306,36.722528,1
128.0315,35.368083,1
128.205083,35.380833,1
128.243056,35.369639,1
128.195806,35.317139,1
128.215389,35.305111,1
128.194361,35.227556,1
128.197167,35.190667,1
128.19075,35.143583,1
128.187222,35.143806,1
128.188806,35.121833,1
114.093549,22.404448,1
128.103149,37.523176,1
127.615417,35.044361,1
127.601972,35.110111,1
127.600889,34.974861,1
127.593694,35.03025,1
127.547056,35.115833,1
127.819111,36.066278,1
94.283342,25.143525,1
114.192535,22.436906,1
128.057417,36.200611,1
128.058972,36.198833,1
128.05575,36.203306,1
128.954583,37.673111,1
114.2903,24.23944,1
80.390877,30.16574,1
73.085591,33.752494,1
126.8675,35.517889,1
126.864861,35.516222,1
126.862556,35.517222,1
126.85825,35.51875,1
126.854722,35.51675,1
126.747389,35.50825,1
126.745444,35.509306,1
126.743722,35.507944,1
126.712111,35.392528,1
126.722722,35.40775,1
126.614611,35.42625,1
126.517583,35.437556,1
126.512417,35.429917,1
126.578139,35.482556,1
126.5785,35.480694,1
126.577556,35.485083,1
126.665667,35.477861,1
126.652667,35.478139,1
126.636222,35.480944,1
126.679583,35.519306,1
127.460722,35.613167,1
127.475806,35.596389,1
127.431694,35.479056,1
127.430417,35.478083,1
127.559111,36.258417,1
127.55875,36.262139,1
127.558944,36.2635,1
127.56475,36.267611,1
127.56675,36.265111,1
125.905028,34.778694,1
125.934361,34.688778,1
126.242167,34.858444,1
126.249611,34.846361,1
126.256528,34.846306,1
126.257417,34.850389,1
126.257944,34.851083,1
126.260333,34.851444,1
126.263306,34.848667,1
125.905028,34.778694,1
125.934361,34.688778,1
126.242167,34.858444,1
126.249611,34.846361,1
126.256528,34.846306,1
126.257417,34.850389,1
126.257944,34.851083,1
126.260333,34.851444,1
126.263306,34.848667,1
128.037986,37.501391,1
117.309525,24.519562,1
102.700164,25.07162,1
126.639879,37.022129,1
131.694839,43.201603,1
131.696044,43.201286,1
126.330278,34.853472,1
129.158889,37.440694,1
129.050389,37.454278,1
129.052361,37.453694,1
128.847968,37.774697,1
128.847968,37.774697,1
129.140861,37.411917,1
126.330278,34.853472,1
110.373454,1.413872,1
129.073917,37.498667,1
128.847139,35.902778,1
128.844361,35.909556,1
128.922306,35.934472,1
129.332167,36.052694,1
129.346083,36.090778,1
129.375194,36.118833,1
129.365028,36.122417,1
129.366,36.121611,1
129.364917,36.122333,1
129.282806,36.130111,1
129.272111,36.096472,1
114.242389,22.305391,1
126.582618,36.679997,1
100.469722,-0.911667,1
126.393135,36.631357,1
91.443827,24.126414,1
102.83322,24.87966,1
118.316367,5.066206,1
94.280937,25.154875,1
72.536922,35.230497,1
102.638845,5.003962,1
127.400245,36.777582,1
105.397894,9.001396,1
101.372289,14.438603,1
101.372289,14.438603,1
105.288115,17.873416,1
105.288115,17.873416,1
118.496538,5.038164,1
128.191914,37.53499,1
118.558292,5.03655,1
106.723428,-6.554051,1
128.14885,37.548054,1
128.3835,36.714833,1
128.389444,36.7395,1
128.401167,36.732528,1
128.461806,36.842111,1
128.47225,36.836639,1
128.473278,36.836306,1
128.474722,36.835444,1
128.473361,36.835611,1
128.47225,36.836639,1
128.473361,36.835611,1
128.096944,37.580681,1
126.781355,37.041146,1
