key,scientificName,decimalLatitude,decimalLongitude,issues,datasetKey,publishingOrgKey,installationKey,hostingOrganizationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,basisOfRecord,occurrenceStatus,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,acceptedTaxonKey,acceptedScientificName,kingdom,phylum,order,family,genus,species,genericName,specificEpithet,taxonRank,taxonomicStatus,iucnRedListCategory,dateIdentified,coordinateUncertaintyInMeters,continent,stateProvince,year,month,day,eventDate,startDayOfYear,endDayOfYear,modified,lastInterpreted,references,license,isSequenced,isInCluster,datasetName,recordedBy,identifiedBy,geodeticDatum,class,countryCode,gbifRegion,country,publishedByGbifRegion,rightsHolder,identifier,informationWithheld,http://unknown.org/nick,verbatimEventDate,verbatimLocality,collectionCode,gbifID,occurrenceID,taxonID,catalogNumber,institutionCode,eventTime,occurrenceRemarks,http://unknown.org/captive,identificationID,lifeStage,infraspecificEpithet,vernacularName,locality,county,dataGeneralizations,individualCount,higherClassification,identificationRemarks,sex,projectId,programmeAcronym,sampleSizeUnit,sampleSizeValue,samplingProtocol,habitat,samplingEffort,associatedReferences,distanceFromCentroidInMeters,associatedSequences,taxonConceptID,name,organismName,institutionKey,coordinatePrecision,eventID,language,parentEventID,type,georeferencedBy,organismQuantityType,georeferenceProtocol,higherGeography,institutionID,island,dynamicProperties,accessRights,georeferenceRemarks,verbatimIdentification,bibliographicCitation,verbatimElevation,http://unknown.org/datasetnameproperty,identificationVerificationStatus,organismRemarks,networkKeys,collectionKey,preparations,georeferencedDate,verbatimCoordinateSystem,georeferenceSources,locationID,datasetID,organismID,recordNumber,nomenclaturalCode,elevation,collectionID,establishmentMeans,georeferenceVerificationStatus,elevationAccuracy,fieldNumber,locationRemarks,ownerInstitutionCode,islandGroup,otherCatalogNumbers,municipality,disposition,higherGeographyID,lithostratigraphicTerms,organismQuantity,parentNameUsage,materialEntityID,typeStatus,taxonRemarks,locationAccordingTo,footprintWKT,previousIdentifications,identificationQualifier,pointRadiusSpatialFit,footprintSRS,footprintSpatialFit,earliestAgeOrLowestStage,namePublishedInYear,verbatimTaxonRank
2422824321,"Prionailurus javanensis (Desmarest, 1816)",0.946677,101.386542,"cdc,cdround,txmathi",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2024-08-06T22:43:31.419+00:00,2024-08-08T03:12:07.910+00:00,478,HUMAN_OBSERVATION,PRESENT,11363942,1,44,359,732,9703,2434894,2434903,6164520,"Prionailurus bengalensis javanensis (Desmarest, 1816)",Animalia,Chordata,Carnivora,Felidae,Prionailurus,Prionailurus bengalensis,Prionailurus,javanensis,SPECIES,SYNONYM,NE,2021-05-11T13:51:47,31449,ASIA,Riau,2019,1,31,2019-01-31T20:06:29,31,31,2024-03-10T15:09:20.000+00:00,2024-08-08T03:12:07.910+00:00,https://www.inaturalist.org/observations/19988936,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,FALSE,iNaturalist research-grade observations,David Tan,Matthew Inabinett,WGS84,Mammalia,ID,ASIA,Indonesia,NORTH_AMERICA,David Tan,19988936,Coordinate uncertainty increased to 31449m to protect threatened taxon,g33k5p34k,Thu Jan 31 2019 20:06:29 GMT+0700 (GMT+7),"Siak, ID-RI, ID",Observations,2422824321,https://www.inaturalist.org/observations/19988936,922745,19988936,iNaturalist,20:06:29+07:00,NA,wild,173877619,Adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prionailurus javanensis (Desmarest, 1816)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3990782269,"Prionailurus bengalensis (Kerr, 1792)",1.411696,103.982317,,84b5b072-2832-4c72-ad17-eb90bcb0c5ac,58ff88f6-8a7e-41a3-a5fb-8a277f5203e7,f66ca88d-1f6a-49dc-b33b-32960faee57e,fbca90e3-8aed-48b1-84e3-369afbd000ce,NP,EML,2024-01-19T18:07:04.514+00:00,2024-01-26T09:57:54.987+00:00,41,MATERIAL_CITATION,PRESENT,2434903,1,44,359,732,9703,2434894,2434903,2434903,"Prionailurus bengalensis (Kerr, 1792)",Animalia,Chordata,Carnivora,Felidae,Prionailurus,Prionailurus bengalensis,Prionailurus,bengalensis,SPECIES,ACCEPTED,LC,NA,NA,ASIA,NA,2019,1,12,2019-01-12,12,12,NA,2024-01-26T09:57:54.987+00:00,NA,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,FALSE,NA,NA,NA,WGS84,Mammalia,SG,ASIA,Singapore,ASIA,NA,QU:ECL:SMCRF:005396,NA,NA,NA,NA,NA,3990782269,QU:ECL:SMCRF:005396,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mainland Leopard Cat,Pulau Ubin,NA,NA,NA,NA,NA,NA,BIFA6_005,BIFA,square kilometers,NA,camera trap,young_secondary_forest,1155 trapnights,"""matthew Luskin, mattluskin@gmail.com""",NA,NA,NA,"Prionailurus bengalensis (Kerr, 1792)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4507937599,"Prionailurus bengalensis (Kerr, 1792)",14.661832,101.057545,"cdc,cdround",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2024-08-06T22:43:31.419+00:00,2024-08-08T04:04:33.130+00:00,478,HUMAN_OBSERVATION,PRESENT,2434903,1,44,359,732,9703,2434894,2434903,2434903,"Prionailurus bengalensis (Kerr, 1792)",Animalia,Chordata,Carnivora,Felidae,Prionailurus,Prionailurus bengalensis,Prionailurus,bengalensis,SPECIES,ACCEPTED,LC,2023-12-27T07:57:44,NA,ASIA,Saraburi,2019,2,17,2019-02-17T18:24,48,48,2023-12-28T03:29:34.000+00:00,2024-08-08T04:04:33.130+00:00,https://www.inaturalist.org/observations/194964021,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,FALSE,iNaturalist research-grade observations,Utain Pummarin,Utain Pummarin,WGS84,Mammalia,TH,ASIA,Thailand,NORTH_AMERICA,Utain Pummarin,194964021,NA,utain,2019/02/17 6:24 PM,"Tha Khlo, Kaeng Khoi District, Saraburi, Thailand",Observations,4507937599,https://www.inaturalist.org/observations/194964021,922738,194964021,iNaturalist,18:24:00+07:00,NA,wild,438110592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prionailurus bengalensis (Kerr, 1792)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2574297916,"Prionailurus bengalensis euptilurus (Elliot, 1871)",36.752987,126.23137,"cdc,cdround",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2024-08-06T22:43:31.419+00:00,2024-08-08T03:47:11.706+00:00,478,HUMAN_OBSERVATION,PRESENT,6164519,1,44,359,732,9703,2434894,2434903,6164519,"Prionailurus bengalensis euptilurus (Elliot, 1871)",Animalia,Chordata,Carnivora,Felidae,Prionailurus,Prionailurus bengalensis,Prionailurus,bengalensis,SUBSPECIES,ACCEPTED,NA,2020-02-22T15:22:01,28505,ASIA,Chungcheongnam-do,2019,2,17,2019-02-17T16:13,48,48,2021-01-14T21:31:22.000+00:00,2024-08-08T03:47:11.706+00:00,https://www.inaturalist.org/observations/39046426,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,FALSE,iNaturalist research-grade observations,Amaël Borzée,Amaël Borzée,WGS84,Mammalia,KR,ASIA,"Korea, Republic of",NORTH_AMERICA,Amaël Borzée,39046426,Coordinate uncertainty increased to 28505m to protect threatened taxon,amarzee,2019/02/17 4:13 PM KST,"Chungcheongnam-do, KR",Observations,2574297916,https://www.inaturalist.org/observations/39046426,703917,39046426,iNaturalist,16:13:00+09:00,NA,wild,87966355,NA,euptilurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prionailurus bengalensis euptilurus (Elliot, 1871)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2329557544,"Prionailurus bengalensis (Kerr, 1792)",11.474642,107.362518,"cdc,cdround,gass84",6ac3f774-d9fb-4796-b3e9-92bf6c81c084,bb646dff-a905-4403-a49b-6d378c2cf0d9,36cae45c-1983-48be-9cf9-0672c4a60612,bb646dff-a905-4403-a49b-6d378c2cf0d9,DE,BIOCASE,2024-03-15T21:43:29.197+00:00,2024-03-15T23:21:07.502+00:00,309,HUMAN_OBSERVATION,PRESENT,2434903,1,44,359,732,9703,2434894,2434903,2434903,"Prionailurus bengalensis (Kerr, 1792)",Animalia,Chordata,Carnivora,Felidae,Prionailurus,Prionailurus bengalensis,Prionailurus,bengalensis,SPECIES,ACCEPTED,LC,NA,250,ASIA,NA,2019,2,20,2019-02-20T00:00,51,51,NA,2024-03-15T23:21:07.502+00:00,NA,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,FALSE,NA,408793982,NA,WGS84,Mammalia,VN,ASIA,Viet Nam,EUROPE,NA,NA,NA,NA,NA,NA,naturgucker,2329557544,NA,NA,-471635974,naturgucker,NA,NA,NA,NA,NA,NA,NA,Cat Tien Nationalpark,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prionailurus bengalensis (Kerr, 1792)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4153728789,"Prionailurus bengalensis (Kerr, 1792)",32.354981,103.676226,"cdc,cdround",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2024-08-06T22:43:31.419+00:00,2024-08-08T04:01:39.997+00:00,478,HUMAN_OBSERVATION,PRESENT,2434903,1,44,359,732,9703,2434894,2434903,2434903,"Prionailurus bengalensis (Kerr, 1792)",Animalia,Chordata,Carnivora,Felidae,Prionailurus,Prionailurus bengalensis,Prionailurus,bengalensis,SPECIES,ACCEPTED,LC,2023-07-07T13:55:27,1953,ASIA,Sichuan,2019,3,25,2019-03-25T14:01,84,84,2024-07-02T08:40:38.000+00:00,2024-08-08T04:01:39.997+00:00,https://www.inaturalist.org/observations/171544811,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,FALSE,iNaturalist research-grade observations,Royle Safaris,C Hewitt,WGS84,Mammalia,CN,ASIA,China,NORTH_AMERICA,Royle Safaris,171544811,NA,roylesafaris,2019/03/25 2:01 PM,"Songpan County, Ngawa Tibetan and Qiang Autonomous Prefecture, Sichuan, China",Observations,4153728789,https://www.inaturalist.org/observations/171544811,922738,171544811,iNaturalist,14:01:00+08:00,NA,wild,383077311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prionailurus bengalensis (Kerr, 1792)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4421170585,"Prionailurus bengalensis (Kerr, 1792)",14.481488,101.211442,"cdc,cdround",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2024-08-06T22:43:31.419+00:00,2024-08-08T03:32:26.081+00:00,478,HUMAN_OBSERVATION,PRESENT,2434903,1,44,359,732,9703,2434894,2434903,2434903,"Prionailurus bengalensis (Kerr, 1792)",Animalia,Chordata,Carnivora,Felidae,Prionailurus,Prionailurus bengalensis,Prionailurus,bengalensis,SPECIES,ACCEPTED,LC,2023-05-26T09:58:36,30954,ASIA,Nakhon Ratchasima,2019,4,3,2019-04-03T23:56,93,93,2024-04-17T17:07:08.000+00:00,2024-08-08T03:32:26.081+00:00,https://www.inaturalist.org/observations/163786524,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,FALSE,iNaturalist research-grade observations,Jono Dashper,Jono Dashper,WGS84,Mammalia,TH,ASIA,Thailand,NORTH_AMERICA,Jono Dashper,163786524,Coordinate uncertainty increased to 30954m at the request of the observer,jonodashper,2019/04/03 11:56 PM,Thailand,Observations,4421170585,https://www.inaturalist.org/observations/163786524,922738,163786524,iNaturalist,23:56:00+07:00,NA,wild,367471974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prionailurus bengalensis (Kerr, 1792)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2237491511,"Prionailurus bengalensis (Kerr, 1792)",2.411055,102.349083,"cdc,cdround",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2024-08-06T22:43:31.419+00:00,2024-08-08T03:12:25.825+00:00,478,HUMAN_OBSERVATION,PRESENT,2434903,1,44,359,732,9703,2434894,2434903,2434903,"Prionailurus bengalensis (Kerr, 1792)",Animalia,Chordata,Carnivora,Felidae,Prionailurus,Prionailurus bengalensis,Prionailurus,bengalensis,SPECIES,ACCEPTED,LC,2019-08-19T19:05:55,12,ASIA,Melaka,2019,4,19,2019-04-19T10:55:11,109,109,2021-01-14T21:31:11.000+00:00,2024-08-08T03:12:25.825+00:00,https://www.inaturalist.org/observations/22915197,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,FALSE,iNaturalist research-grade observations,mushafi,mushafi,WGS84,Mammalia,MY,ASIA,Malaysia,NORTH_AMERICA,mushafi,22915197,NA,mushafi,Fri Apr 19 2019 10:55:11 GMT+0800 (GMT+8),"77500, Selandar, Malacca, MY",Observations,2237491511,https://www.inaturalist.org/observations/22915197,922738,22915197,iNaturalist,10:55:11+08:00,The dead animal was discovered at the road side. Seems new.,wild,67470187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prionailurus bengalensis (Kerr, 1792)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2243006393,"Prionailurus bengalensis (Kerr, 1792)",24.604832,120.762051,"cdc,cdround",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,28eb1a3f-1c15-4a95-931a-4af90ecb574d,TW,DWC_ARCHIVE,2024-08-06T22:43:31.419+00:00,2024-08-08T03:43:05.949+00:00,478,HUMAN_OBSERVATION,PRESENT,2434903,1,44,359,732,9703,2434894,2434903,2434903,"Prionailurus bengalensis (Kerr, 1792)",Animalia,Chordata,Carnivora,Felidae,Prionailurus,Prionailurus bengalensis,Prionailurus,bengalensis,SPECIES,ACCEPTED,LC,2019-08-19T19:06:11,30047,ASIA,Taiwan,2019,4,23,2019-04-23T09:28,113,113,2024-01-22T19:06:50.000+00:00,2024-08-08T03:43:05.949+00:00,https://www.inaturalist.org/observations/25193184,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,FALSE,iNaturalist research-grade observations,Penny Wang,Penny Wang,WGS84,Mammalia,TW,ASIA,Chinese Taipei,ASIA,Penny Wang,25193184,Coordinate uncertainty increased to 30047m to protect threatened taxon,pennywang,2019/04/23 9:28 AM CST,"Taiwan, TW",Observations,2243006393,https://www.inaturalist.org/observations/25193184,922738,25193184,iNaturalist,09:28:00+08:00,NA,wild,67470242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prionailurus bengalensis (Kerr, 1792)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2549953369,"Prionailurus bengalensis (Kerr, 1792)",35.169611,126.960694,"cdc,gass84,incomis,inmafu",38797432-f93d-447e-b83f-d8adb910dd6c,eb07eeb0-3db9-11d9-8439-b8a03c50a862,9afa1395-6e93-4848-a42d-bce896f5195e,657b7bf0-766b-11d9-9f77-b8a03c50a862,KR,EML,2024-04-11T17:00:28.620+00:00,2024-04-11T17:01:01.632+00:00,206,PRESERVED_SPECIMEN,PRESENT,2434903,1,44,359,732,9703,2434894,2434903,2434903,"Prionailurus bengalensis (Kerr, 1792)",Animalia,Chordata,Carnivora,Felidae,Prionailurus,Prionailurus bengalensis,Prionailurus,bengalensis,SPECIES,ACCEPTED,LC,NA,NA,ASIA,NA,2019,5,8,2019-05-08,128,128,NA,2024-04-11T17:01:01.632+00:00,NA,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,TRUE,NA,NA,Lee seo jean,WGS84,Mammalia,KR,ASIA,"Korea, Republic of",ASIA,NA,NSMK-OB-MM-190200007,NA,NA,NA,NA,MM,2549953369,NSMK-OB-MM-190200007,NA,NSMK-OB-MM-190200007,NSMK,NA,NA,NA,NA,NA,NA,삵,광주광역시 북구 석곡동 석곡로,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prionailurus bengalensis (Kerr, 1792)",NA,bf2b3ae0-e6d2-40ff-a65c-2f6caa8684c1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3422548073,"Prionailurus bengalensis (Kerr, 1792)",35.169611,126.960694,"cdc,gass84",9017ceec-c1de-4423-a082-e1d116b09cc5,eb07eeb0-3db9-11d9-8439-b8a03c50a862,9afa1395-6e93-4848-a42d-bce896f5195e,657b7bf0-766b-11d9-9f77-b8a03c50a862,KR,EML,2024-04-10T15:08:22.893+00:00,2024-04-10T15:08:39.155+00:00,115,HUMAN_OBSERVATION,PRESENT,2434903,1,44,359,732,9703,2434894,2434903,2434903,"Prionailurus bengalensis (Kerr, 1792)",Animalia,Chordata,Carnivora,Felidae,Prionailurus,Prionailurus bengalensis,Prionailurus,bengalensis,SPECIES,ACCEPTED,LC,2019-05-08T00:00:00,NA,ASIA,Gwangju,2019,5,8,2019-05-08,128,128,NA,2024-04-10T15:08:39.155+00:00,NA,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,TRUE,NA,NA,Seojin Lee,WGS84,Mammalia,KR,ASIA,"Korea, Republic of",ASIA,NA,NSMK-OB-MM-190200007,NA,NA,NA,NA,MM,3422548073,NSMK-OB-MM-190200007,NA,NSMK-OB-MM-190200007,NSMK,NA,NA,NA,NA,NA,NA,삵,Seokgok-dong,Buk-gu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prionailurus bengalensis (Kerr, 1792)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3422548220,"Prionailurus bengalensis (Kerr, 1792)",35.134167,126.987833,"cdc,gass84",9017ceec-c1de-4423-a082-e1d116b09cc5,eb07eeb0-3db9-11d9-8439-b8a03c50a862,9afa1395-6e93-4848-a42d-bce896f5195e,657b7bf0-766b-11d9-9f77-b8a03c50a862,KR,EML,2024-04-10T15:08:22.893+00:00,2024-04-10T15:08:39.188+00:00,115,HUMAN_OBSERVATION,PRESENT,2434903,1,44,359,732,9703,2434894,2434903,2434903,"Prionailurus bengalensis (Kerr, 1792)",Animalia,Chordata,Carnivora,Felidae,Prionailurus,Prionailurus bengalensis,Prionailurus,bengalensis,SPECIES,ACCEPTED,LC,2019-05-09T00:00:00,NA,ASIA,Gwangju,2019,5,9,2019-05-09,129,129,NA,2024-04-10T15:08:39.188+00:00,NA,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,TRUE,NA,NA,Seojin Lee,WGS84,Mammalia,KR,ASIA,"Korea, Republic of",ASIA,NA,NSMK-OB-MM-190200020,NA,NA,NA,NA,MM,3422548220,NSMK-OB-MM-190200020,NA,NSMK-OB-MM-190200020,NSMK,NA,NA,NA,NA,NA,NA,삵,Geumgok-dong,Buk-gu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prionailurus bengalensis (Kerr, 1792)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2549953401,"Prionailurus bengalensis (Kerr, 1792)",35.134167,126.987833,"cdc,gass84,incomis,inmafu",38797432-f93d-447e-b83f-d8adb910dd6c,eb07eeb0-3db9-11d9-8439-b8a03c50a862,9afa1395-6e93-4848-a42d-bce896f5195e,657b7bf0-766b-11d9-9f77-b8a03c50a862,KR,EML,2024-04-11T17:00:28.620+00:00,2024-04-11T17:01:01.675+00:00,206,PRESERVED_SPECIMEN,PRESENT,2434903,1,44,359,732,9703,2434894,2434903,2434903,"Prionailurus bengalensis (Kerr, 1792)",Animalia,Chordata,Carnivora,Felidae,Prionailurus,Prionailurus bengalensis,Prionailurus,bengalensis,SPECIES,ACCEPTED,LC,NA,NA,ASIA,NA,2019,5,9,2019-05-09,129,129,NA,2024-04-11T17:01:01.675+00:00,NA,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,TRUE,NA,NA,Lee seo jean,WGS84,Mammalia,KR,ASIA,"Korea, Republic of",ASIA,NA,NSMK-OB-MM-190200020,NA,NA,NA,NA,MM,2549953401,NSMK-OB-MM-190200020,NA,NSMK-OB-MM-190200020,NSMK,NA,NA,NA,NA,NA,NA,삵,광주광역시 북구 금곡동,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prionailurus bengalensis (Kerr, 1792)",NA,bf2b3ae0-e6d2-40ff-a65c-2f6caa8684c1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3422548229,"Prionailurus bengalensis (Kerr, 1792)",35.127528,126.995722,"cdc,gass84",9017ceec-c1de-4423-a082-e1d116b09cc5,eb07eeb0-3db9-11d9-8439-b8a03c50a862,9afa1395-6e93-4848-a42d-bce896f5195e,657b7bf0-766b-11d9-9f77-b8a03c50a862,KR,EML,2024-04-10T15:08:22.893+00:00,2024-04-10T15:08:39.186+00:00,115,HUMAN_OBSERVATION,PRESENT,2434903,1,44,359,732,9703,2434894,2434903,2434903,"Prionailurus bengalensis (Kerr, 1792)",Animalia,Chordata,Carnivora,Felidae,Prionailurus,Prionailurus bengalensis,Prionailurus,bengalensis,SPECIES,ACCEPTED,LC,2019-05-09T00:00:00,NA,ASIA,Gwangju,2019,5,9,2019-05-09,129,129,NA,2024-04-10T15:08:39.186+00:00,NA,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,TRUE,NA,NA,Seojin Lee,WGS84,Mammalia,KR,ASIA,"Korea, Republic of",ASIA,NA,NSMK-OB-MM-190200027,NA,NA,NA,NA,MM,3422548229,NSMK-OB-MM-190200027,NA,NSMK-OB-MM-190200027,NSMK,NA,NA,NA,NA,NA,NA,삵,Geumgok-dong,Buk-gu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prionailurus bengalensis (Kerr, 1792)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
